#time,accel_x,accel_y,accel_z
3347.170612,-9548.656652,-2886.803174,306.438199
3347.170950,-9474.636058,-3182.885551,766.095498
3347.171288,-9474.636058,-1702.473667,1532.190996
3347.171626,-10066.800811,-1110.308913,919.314598
3347.171964,-10658.965565,-962.267725,536.266849
3347.172302,-11991.336260,-1776.494261,689.485948
3347.172640,-10732.986159,-1628.453072,1149.143247
3347.172978,-9400.615463,-444.123565,1302.362347
3347.173316,-9918.759623,-592.164754,2298.286494
3347.173654,-11473.192101,-740.205942,1915.238745
3347.173992,-10658.965565,-814.226536,1149.143247
3347.174330,-10140.821405,222.061783,1762.019645
3347.174668,-9770.718434,1036.288319,1225.752797
3347.175006,-9918.759623,740.205942,536.266849
3347.175344,-10436.903782,222.061783,1149.143247
3347.175682,-9770.718434,222.061783,0.000000
3347.176020,-9474.636058,296.082377,459.657299
3347.176358,-9548.656652,0.000000,612.876398
3347.176696,-9178.553681,-962.267725,0.000000
3347.177034,-9696.697840,-1554.432478,-383.047749
3347.177372,-9696.697840,-1628.453072,0.000000
3347.177710,-8734.430116,-1184.329507,536.266849
3347.178048,-8808.450710,-1776.494261,1149.143247
3347.178386,-9844.739029,-1480.411884,1685.410096
3347.178724,-9992.780217,-1998.556043,1455.581446
3347.179062,-10584.944971,-2294.638420,2298.286494
3347.179400,-9474.636058,-2220.617826,3983.696590
3347.179738,-9770.718434,-1776.494261,5362.668486
3347.180076,-11103.089130,-1702.473667,5286.058936
3347.180414,-11843.295072,-1702.473667,4060.306139
3347.180752,-11251.130318,-888.247130,4443.353888
3347.181090,-10732.986159,-1332.370696,3907.087040
3347.181428,-10732.986159,-1998.556043,3524.039291
3347.181766,-10214.842000,-1480.411884,1915.238745
3347.182104,-9696.697840,-2960.823768,229.828649
3347.182442,-9696.697840,-2886.803174,919.314598
3347.182780,-8586.388927,-3701.029710,842.705048
3347.183118,-8956.491898,-2368.659014,1915.238745
3347.183456,-10066.800811,-3552.988522,1225.752797
3347.183794,-10214.842000,-2664.741391,0.000000
3347.184132,-10732.986159,-3849.070898,1455.581446
3347.184470,-10362.883188,-4219.173869,2681.334243
3347.184808,-9326.594869,-4515.256246,3753.867940
3347.185146,-9844.739029,-4219.173869,3294.210641
3347.185484,-10288.862594,-3701.029710,2374.896044
3347.185822,-10658.965565,-3034.844362,1455.581446
3347.186160,-10510.924376,-4145.153275,1608.800546
3347.186498,-9548.656652,-4663.297435,2068.457845
3347.186836,-8956.491898,-4219.173869,3294.210641
3347.187174,-10066.800811,-2516.700203,5975.544884
3347.187512,-11547.212695,-962.267725,4826.401637
3347.187850,-10881.027347,-296.082377,3447.429741
3347.188188,-10807.006753,0.000000,1762.019645
3347.188525,-10584.944971,-592.164754,2834.553343
3347.188863,-10584.944971,-962.267725,3064.381992
3347.189201,-9622.677246,-1554.432478,3447.429741
3347.189539,-9548.656652,-1332.370696,2451.505594
3347.189877,-10066.800811,-1554.432478,2298.286494
3347.190215,-9770.718434,-1258.350101,1685.410096
3347.190553,-8512.368333,-2220.617826,1378.971896
3347.190891,-9326.594869,-2294.638420,2068.457845
3347.191229,-9548.656652,-888.247130,2451.505594
3347.191567,-10584.944971,-740.205942,1072.533697
3347.191905,-10214.842000,0.000000,0.000000
3347.192243,-10214.842000,-1554.432478,0.000000
3347.192581,-10881.027347,-3478.967927,1532.190996
3347.192919,-9474.636058,-4071.132681,2451.505594
3347.193257,-7476.080014,-3849.070898,2834.553343
3347.193595,-8660.409521,-3997.112087,3370.820191
3347.193933,-10066.800811,-4737.318029,3830.477490
3347.194271,-11547.212695,-3256.906145,4443.353888
3347.194609,-10807.006753,-1554.432478,2757.943793
3347.194947,-10066.800811,1258.350101,2374.896044
3347.195285,-11695.253884,592.164754,1915.238745
3347.195623,-11251.130318,-444.123565,0.000000
3347.195961,-9918.759623,-2368.659014,919.314598
3347.196299,-8882.471304,-3256.906145,2987.772442
3347.196637,-9474.636058,-3330.926739,4826.401637
3347.196975,-11991.336260,-3108.864956,3447.429741
3347.197313,-10584.944971,-2294.638420,0.000000
3347.197651,-8586.388927,-1628.453072,0.000000
3347.197989,-10214.842000,-1850.514855,2298.286494
3347.198327,-10436.903782,-2368.659014,919.314598
3347.198665,-9400.615463,-1406.391290,0.000000
3347.199003,-9696.697840,-2072.576638,1378.971896
3347.199341,-11473.192101,-2590.720797,1991.848295
3347.199679,-11177.109724,-2368.659014,1915.238745
3347.200017,-9548.656652,-3552.988522,2298.286494
3347.200355,-8438.347739,-4663.297435,2681.334243
3347.200693,-8438.347739,-4737.318029,4903.011187
3347.201031,-8512.368333,-2738.761985,6281.983084
3347.201369,-9696.697840,-2072.576638,6511.811733
3347.201707,-11843.295072,370.102971,3907.087040
3347.202045,-11769.274478,888.247130,1838.629195
3347.202383,-11547.212695,740.205942,2298.286494
3347.202721,-10214.842000,-592.164754,3370.820191
3347.203059,-9178.553681,-592.164754,3600.648841
3347.203397,-8734.430116,-1184.329507,2068.457845
3347.203735,-8882.471304,-962.267725,1225.752797
3347.204073,-10584.944971,-2738.761985,2451.505594
3347.204411,-9548.656652,-3108.864956,2451.505594
3347.204749,-9400.615463,-3404.947333,3600.648841
3347.205087,-10288.862594,-1702.473667,3907.087040
3347.205425,-10362.883188,-222.061783,0.000000
3347.205763,-11917.315666,-962.267725,-1991.848295
3347.206101,-10658.965565,-3108.864956,-1072.533697
3347.206439,-10066.800811,-5033.400406,1149.143247
3347.206777,-9104.533087,-4663.297435,2604.724693
3347.207115,-9104.533087,-4811.338623,3524.039291
3347.207453,-10066.800811,-4959.379811,1915.238745
3347.207790,-8364.327145,-7031.956449,1838.629195
3347.208128,-9474.636058,-6661.853478,4213.525239
3347.208466,-10436.903782,-2220.617826,4136.915689
3347.208804,-9622.677246,-370.102971,2451.505594
