#time,accel_x,accel_y,accel_z
2797.585113,-9474.636058,-666.185348,-3140.991542
2797.585451,-8512.368333,-1850.514855,-2221.676944
2797.585789,-8734.430116,-2738.761985,-995.924147
2797.586126,-8882.471304,-2886.803174,306.438199
2797.586464,-8882.471304,-2146.597232,-612.876398
2797.586802,-9030.512492,0.000000,-689.485948
2797.587139,-10584.944971,0.000000,-842.705048
2797.587477,-11251.130318,814.226536,-612.876398
2797.587815,-10214.842000,0.000000,-1532.190996
2797.588152,-10140.821405,148.041188,-766.095498
2797.588490,-9696.697840,-296.082377,0.000000
2797.588828,-10288.862594,-1776.494261,766.095498
2797.589166,-10288.862594,-1850.514855,919.314598
2797.589503,-10658.965565,-1036.288319,1225.752797
2797.589841,-9770.718434,296.082377,919.314598
2797.590179,-10807.006753,1332.370696,153.219100
2797.590516,-11177.109724,888.247130,-766.095498
2797.590854,-11843.295072,592.164754,-1072.533697
2797.591192,-10658.965565,888.247130,-1685.410096
2797.591529,-9474.636058,888.247130,-1915.238745
2797.591867,-9770.718434,-888.247130,-2221.676944
2797.592205,-10807.006753,-2368.659014,-1608.800546
2797.592542,-10288.862594,-2812.782580,-2145.067394
2797.592880,-9400.615463,-2220.617826,-1762.019645
2797.593218,-9400.615463,-1998.556043,-1149.143247
2797.593555,-9770.718434,-2368.659014,-1915.238745
2797.593893,-10362.883188,-2516.700203,-2604.724693
2797.594231,-9548.656652,-1924.535449,-1455.581446
2797.594568,-8734.430116,-1110.308913,-76.609550
2797.594906,-8512.368333,-74.020594,-536.266849
2797.595244,-9622.677246,-1184.329507,0.000000
2797.595582,-10436.903782,-740.205942,0.000000
2797.595919,-10140.821405,-1480.411884,1302.362347
2797.596257,-10214.842000,-370.102971,2911.162892
2797.596595,-9992.780217,-148.041188,1915.238745
2797.596932,-10066.800811,-370.102971,306.438199
2797.597270,-10214.842000,-148.041188,153.219100
2797.597608,-9548.656652,-592.164754,0.000000
2797.597945,-9622.677246,518.144159,76.609550
2797.598283,-10510.924376,592.164754,-1378.971896
2797.598621,-11029.068536,1184.329507,-3677.258390
2797.598958,-10955.047942,-962.267725,-3983.696590
2797.599296,-10288.862594,-1628.453072,-2451.505594
2797.599634,-9252.574275,-3701.029710,-383.047749
2797.599971,-9252.574275,-3552.988522,229.828649
2797.600309,-9770.718434,-4293.194464,76.609550
2797.600647,-9844.739029,-4441.235652,306.438199
2797.600985,-9030.512492,-3034.844362,536.266849
2797.601322,-9770.718434,-2960.823768,1225.752797
2797.601660,-10881.027347,-2220.617826,612.876398
2797.601998,-10214.842000,-2220.617826,0.000000
2797.602335,-10436.903782,-2664.741391,919.314598
2797.602673,-9770.718434,-2368.659014,1608.800546
2797.603011,-10658.965565,-2886.803174,2298.286494
2797.603348,-10584.944971,-3108.864956,1608.800546
2797.603686,-9770.718434,-2442.679609,536.266849
2797.604024,-9622.677246,-2590.720797,1302.362347
2797.604361,-9474.636058,-1924.535449,766.095498
2797.604699,-9030.512492,-888.247130,766.095498
2797.605037,-9918.759623,592.164754,689.485948
2797.605374,-10584.944971,1258.350101,459.657299
2797.605712,-11325.150913,1628.453072,689.485948
2797.606050,-11473.192101,1184.329507,1149.143247
2797.606387,-11103.089130,222.061783,383.047749
2797.606725,-10066.800811,-518.144159,229.828649
2797.607063,-9992.780217,-1184.329507,459.657299
2797.607401,-9178.553681,-1258.350101,0.000000
2797.607738,-9030.512492,-1702.473667,-995.924147
2797.608076,-8882.471304,-222.061783,-1225.752797
2797.608413,-9030.512492,222.061783,-1455.581446
2797.608751,-9696.697840,1332.370696,-995.924147
2797.609088,-10214.842000,2294.638420,-306.438199
2797.609425,-10140.821405,2294.638420,842.705048
2797.609763,-10362.883188,2664.741391,1608.800546
2797.610100,-10584.944971,2886.803174,2681.334243
2797.610437,-10362.883188,1702.473667,2145.067394
2797.610775,-9918.759623,370.102971,1532.190996
2797.611112,-9770.718434,222.061783,919.314598
2797.611449,-9548.656652,296.082377,612.876398
2797.611786,-9918.759623,1110.308913,-995.924147
2797.612124,-9400.615463,962.267725,-2911.162892
2797.612461,-9178.553681,1924.535449,-4290.134789
2797.612798,-8734.430116,1702.473667,-3447.429741
2797.613136,-10510.924376,1406.391290,-1991.848295
2797.613473,-9992.780217,592.164754,-995.924147
2797.613810,-10510.924376,666.185348,229.828649
2797.614148,-11251.130318,0.000000,1685.410096
2797.614485,-10955.047942,-814.226536,1072.533697
2797.614822,-11251.130318,-1480.411884,2374.896044
2797.615160,-11325.150913,-1776.494261,1608.800546
2797.615497,-10214.842000,-1480.411884,766.095498
2797.615834,-10732.986159,-222.061783,459.657299
2797.616172,-10436.903782,-222.061783,-1149.143247
2797.616509,-9844.739029,222.061783,-1302.362347
2797.616846,-9474.636058,1036.288319,0.000000
2797.617184,-9622.677246,814.226536,689.485948
2797.617521,-10140.821405,296.082377,1838.629195
2797.617858,-10510.924376,74.020594,2987.772442
2797.618196,-10362.883188,370.102971,3753.867940
2797.618533,-10362.883188,1036.288319,3600.648841
2797.618870,-10436.903782,888.247130,3140.991542
2797.619208,-10066.800811,1184.329507,1915.238745
2797.619545,-9400.615463,1110.308913,536.266849
2797.619882,-9104.533087,592.164754,-689.485948
2797.620220,-8882.471304,74.020594,-1532.190996
2797.620557,-9548.656652,-296.082377,-1915.238745
2797.620894,-8882.471304,-962.267725,-2068.457845
2797.621232,-9178.553681,-1184.329507,-1455.581446
2797.621569,-9252.574275,-1776.494261,-153.219100
2797.621906,-9326.594869,-1480.411884,842.705048
2797.622244,-9770.718434,-2294.638420,689.485948
2797.622581,-9696.697840,-1332.370696,766.095498
2797.622918,-10510.924376,-1110.308913,1762.019645
2797.623256,-10955.047942,-518.144159,1532.190996
2797.623593,-10436.903782,-1258.350101,612.876398
2797.623930,-10658.965565,-1480.411884,612.876398
2797.624267,-10881.027347,-1480.411884,383.047749
2797.624605,-10214.842000,-1702.473667,-536.266849
2797.624942,-10807.006753,-2368.659014,536.266849
2797.625279,-10510.924376,-1702.473667,-383.047749
2797.625617,-10658.965565,-1702.473667,-1838.629195
2797.625954,-10658.965565,-1776.494261,-1532.190996
2797.626291,-9474.636058,-2072.576638,-2298.286494
2797.626629,-9622.677246,-2146.597232,-1225.752797
2797.626966,-9474.636058,-1776.494261,-1072.533697
2797.627303,-9474.636058,-962.267725,-766.095498
2797.627641,-10214.842000,-1406.391290,-383.047749
2797.627978,-10436.903782,-1776.494261,-306.438199
2797.628315,-10140.821405,-2146.597232,-383.047749
2797.628653,-10140.821405,-2368.659014,229.828649
2797.628990,-9918.759623,-2664.741391,1532.190996
