#time,accel_x,accel_y,accel_z
3467.710248,-10362.883188,0.000000,-306.438199
3467.710586,-10066.800811,-518.144159,-766.095498
3467.710924,-10214.842000,-888.247130,-229.828649
3467.711261,-9992.780217,-962.267725,-919.314598
3467.711599,-9622.677246,-2146.597232,306.438199
3467.711937,-9696.697840,-1332.370696,995.924147
3467.712275,-9548.656652,-1184.329507,-306.438199
3467.712612,-9844.739029,-1184.329507,-76.609550
3467.712950,-10362.883188,-2220.617826,612.876398
3467.713288,-11103.089130,-2220.617826,1072.533697
3467.713625,-9770.718434,-1184.329507,766.095498
3467.713963,-9178.553681,-814.226536,919.314598
3467.714301,-9992.780217,-1480.411884,1225.752797
3467.714638,-10362.883188,-2294.638420,1149.143247
3467.714976,-10066.800811,-592.164754,2374.896044
3467.715314,-9252.574275,592.164754,2145.067394
3467.715651,-9770.718434,444.123565,2374.896044
3467.715989,-11325.150913,1332.370696,1762.019645
3467.716327,-10955.047942,222.061783,1149.143247
3467.716665,-10881.027347,1554.432478,1225.752797
3467.717002,-9548.656652,740.205942,919.314598
3467.717340,-9622.677246,740.205942,766.095498
3467.717678,-10066.800811,-370.102971,76.609550
3467.718015,-9918.759623,-814.226536,-383.047749
3467.718353,-9178.553681,-888.247130,-76.609550
3467.718691,-8956.491898,-666.185348,689.485948
3467.719028,-9474.636058,-1406.391290,76.609550
3467.719366,-10140.821405,-1998.556043,0.000000
3467.719704,-10140.821405,-2886.803174,1378.971896
3467.720041,-9104.533087,-3034.844362,2221.676944
3467.720379,-9400.615463,-2590.720797,4136.915689
3467.720717,-10288.862594,-2886.803174,4136.915689
3467.721055,-11177.109724,-3849.070898,3294.210641
3467.721392,-11695.253884,-2886.803174,3140.991542
3467.721730,-10066.800811,-3404.947333,4366.744339
3467.722068,-9770.718434,-2442.679609,4366.744339
3467.722405,-10732.986159,-2146.597232,3447.429741
3467.722743,-10436.903782,-2516.700203,1915.238745
3467.723081,-9918.759623,-2368.659014,2068.457845
3467.723418,-9992.780217,-2664.741391,3064.381992
3467.723756,-9844.739029,-1850.514855,3447.429741
3467.724094,-9696.697840,-1480.411884,2834.553343
3467.724432,-10510.924376,-1332.370696,2145.067394
3467.724769,-10807.006753,-1628.453072,1608.800546
3467.725107,-10066.800811,-2664.741391,2298.286494
3467.725445,-9992.780217,-2590.720797,2987.772442
3467.725782,-9622.677246,-3182.885551,2911.162892
3467.726120,-9474.636058,-2220.617826,1378.971896
3467.726458,-10066.800811,-2368.659014,689.485948
3467.726795,-10066.800811,-3034.844362,612.876398
3467.727133,-8586.388927,-4145.153275,1302.362347
3467.727471,-8512.368333,-4367.215058,2987.772442
3467.727808,-9400.615463,-3108.864956,3983.696590
3467.728146,-10510.924376,-2442.679609,3983.696590
3467.728484,-11103.089130,-1554.432478,3753.867940
3467.728822,-10881.027347,-1258.350101,2911.162892
3467.729159,-10140.821405,-370.102971,2681.334243
3467.729497,-10436.903782,-1110.308913,2451.505594
3467.729835,-10066.800811,-2146.597232,3140.991542
3467.730172,-9326.594869,-1628.453072,2987.772442
3467.730510,-10140.821405,-1850.514855,3294.210641
3467.730848,-10584.944971,-1776.494261,2451.505594
3467.731185,-9770.718434,-1702.473667,1455.581446
3467.731523,-8956.491898,-1406.391290,2604.724693
3467.731861,-10214.842000,-1406.391290,3140.991542
3467.732198,-11251.130318,-444.123565,1991.848295
3467.732536,-11251.130318,148.041188,76.609550
3467.732874,-10807.006753,-1184.329507,-1302.362347
3467.733212,-10807.006753,-3330.926739,-995.924147
3467.733549,-9548.656652,-4959.379811,0.000000
3467.733887,-7698.141797,-5255.462188,1149.143247
3467.734225,-6957.935855,-5033.400406,1455.581446
3467.734562,-9326.594869,-4811.338623,2681.334243
3467.734900,-11473.192101,-4885.359217,3064.381992
3467.735238,-11621.233289,-3701.029710,2528.115143
3467.735575,-10214.842000,-1554.432478,2451.505594
3467.735913,-10807.006753,-296.082377,1762.019645
3467.736251,-11177.109724,-370.102971,1685.410096
3467.736588,-10732.986159,-2368.659014,842.705048
3467.736926,-8438.347739,-3552.988522,2604.724693
3467.737264,-8438.347739,-3182.885551,5056.230287
3467.737602,-11917.315666,-3256.906145,6818.249932
3467.737939,-11843.295072,-2072.576638,3217.601092
3467.738277,-9474.636058,-1110.308913,1149.143247
3467.738615,-8882.471304,0.000000,2221.676944
3467.738952,-10066.800811,-296.082377,1991.848295
3467.739290,-10584.944971,296.082377,2604.724693
3467.739628,-9844.739029,148.041188,2068.457845
3467.739965,-11029.068536,-592.164754,2298.286494
3467.740303,-12139.377449,-518.144159,536.266849
3467.740641,-10288.862594,-2442.679609,459.657299
3467.740978,-7846.182985,-3478.967927,2451.505594
3467.741316,-7179.997637,-4959.379811,2987.772442
3467.741654,-7846.182985,-3997.112087,4903.011187
3467.741992,-9326.594869,-2442.679609,5822.325785
3467.742329,-11621.233289,-1924.535449,3907.087040
3467.742667,-11917.315666,0.000000,1991.848295
3467.743005,-11325.150913,-222.061783,1915.238745
3467.743342,-10066.800811,0.000000,3140.991542
3467.743680,-9474.636058,-2812.782580,3907.087040
3467.744018,-8956.491898,-1998.556043,2834.553343
3467.744355,-8586.388927,-2812.782580,1915.238745
3467.744693,-10436.903782,-3034.844362,2911.162892
3467.745031,-10807.006753,-3923.091493,2604.724693
3467.745368,-9400.615463,-4071.132681,2911.162892
3467.745706,-9030.512492,-2590.720797,4060.306139
3467.746044,-9474.636058,444.123565,2451.505594
3467.746382,-11991.336260,-370.102971,0.000000
3467.746719,-12213.398043,-666.185348,-2374.896044
3467.747057,-11547.212695,-3923.091493,-536.266849
3467.747395,-11399.171507,-3182.885551,1838.629195
3467.747732,-8142.265362,-3849.070898,842.705048
3467.748070,-8364.327145,-4737.318029,689.485948
3467.748408,-8956.491898,-6513.812290,1072.533697
3467.748745,-8586.388927,-7328.038826,2068.457845
3467.749083,-10140.821405,-4515.256246,4366.744339
3467.749421,-10140.821405,-2294.638420,3370.820191
3467.749758,-11843.295072,-518.144159,1225.752797
3467.750096,-13101.645173,-1554.432478,229.828649
3467.750434,-10807.006753,-2590.720797,1915.238745
3467.750772,-9178.553681,-2220.617826,3600.648841
3467.751109,-7846.182985,-1258.350101,4979.620737
3467.751447,-10140.821405,-1998.556043,4979.620737
3467.751785,-12583.501014,-3478.967927,3524.039291
3467.752122,-9696.697840,-2368.659014,2911.162892
3467.752460,-8438.347739,-1480.411884,3907.087040
3467.752798,-8734.430116,0.000000,4290.134789
3467.753135,-11399.171507,-1184.329507,2221.676944
3467.753473,-10584.944971,296.082377,-612.876398
3467.753811,-8142.265362,666.185348,0.000000
3467.754149,-10140.821405,-592.164754,3447.429741
3467.754486,-13175.665768,-2294.638420,2757.943793
3467.754824,-10732.986159,-2738.761985,76.609550
3467.755162,-6069.688724,-2886.803174,1378.971896
3467.755499,-6809.894666,-4145.153275,4366.744339
3467.755837,-9548.656652,-4663.297435,5439.278036
3467.756175,-10140.821405,-2960.823768,1225.752797
3467.756512,-9474.636058,-2590.720797,1455.581446
3467.756850,-11399.171507,-1850.514855,3753.867940
3467.757188,-13471.748144,-2294.638420,4136.915689
3467.757525,-12583.501014,-1184.329507,3524.039291
3467.757863,-9474.636058,-1258.350101,1991.848295
3467.758201,-9474.636058,-3330.926739,2604.724693
3467.758539,-10955.047942,-2886.803174,2834.553343
3467.758876,-7698.141797,-3627.009116,3294.210641
3467.759214,-8438.347739,-3330.926739,5669.106685
3467.759552,-10881.027347,-3849.070898,3217.601092
3467.759889,-11399.171507,-1554.432478,1149.143247
3467.760227,-11029.068536,-888.247130,1149.143247
3467.760565,-10584.944971,-2072.576638,1302.362347
3467.760902,-10214.842000,-1850.514855,459.657299
3467.761240,-10214.842000,-1332.370696,2528.115143
3467.761578,-10140.821405,-962.267725,2221.676944
3467.761915,-10955.047942,-3478.967927,1302.362347
3467.762253,-10584.944971,-3775.050304,842.705048
3467.762591,-8512.368333,-3923.091493,919.314598
3467.762929,-7994.224174,-4589.276840,2987.772442
3467.763266,-8586.388927,-4441.235652,3600.648841
3467.763604,-9474.636058,-2516.700203,3294.210641
3467.763942,-11029.068536,-2294.638420,2298.286494
3467.764279,-11177.109724,-1332.370696,2911.162892
3467.764617,-10658.965565,296.082377,3370.820191
3467.764955,-11917.315666,-370.102971,3370.820191
3467.765292,-10288.862594,-370.102971,2681.334243
3467.765630,-8882.471304,-1554.432478,3907.087040
3467.765968,-9104.533087,-1628.453072,4136.915689
3467.766305,-9770.718434,-2516.700203,3983.696590
3467.766642,-10510.924376,-1998.556043,3677.258390
3467.766980,-9252.574275,-2294.638420,2451.505594
3467.767317,-9474.636058,-2516.700203,1838.629195
3467.767655,-10584.944971,-296.082377,1532.190996
3467.767992,-11621.233289,370.102971,153.219100
3467.768329,-11251.130318,-962.267725,-1225.752797
3467.768667,-10658.965565,-1480.411884,-1762.019645
3467.769004,-9252.574275,-3701.029710,-919.314598
3467.769341,-9474.636058,-3923.091493,2068.457845
3467.769679,-7254.018232,-4811.338623,2834.553343
3467.770016,-9178.553681,-4885.359217,2528.115143
3467.770353,-10881.027347,-3701.029710,1455.581446
3467.770691,-10214.842000,-4737.318029,76.609550
3467.771028,-10362.883188,-3997.112087,3524.039291
3467.771365,-9844.739029,-3330.926739,4136.915689
3467.771703,-9844.739029,-1332.370696,3524.039291
3467.772040,-12287.418637,-1628.453072,2451.505594
3467.772377,-10881.027347,-2294.638420,1838.629195
3467.772715,-11177.109724,-2812.782580,3294.210641
3467.773052,-10955.047942,-2812.782580,4519.963438
