#time,accel_x,accel_y,accel_z
2956.021670,-9622.677246,1776.494261,-689.485948
2956.022008,-10140.821405,296.082377,-689.485948
2956.022346,-9992.780217,0.000000,-842.705048
2956.022683,-10066.800811,-1036.288319,-842.705048
2956.023021,-9474.636058,-518.144159,-766.095498
2956.023359,-9474.636058,-888.247130,-1225.752797
2956.023696,-10658.965565,-1036.288319,-1378.971896
2956.024034,-10066.800811,-2442.679609,-2068.457845
2956.024372,-9548.656652,-2368.659014,-1608.800546
2956.024709,-9474.636058,-1406.391290,76.609550
2956.025047,-9992.780217,-1776.494261,0.000000
2956.025385,-11103.089130,-2664.741391,-153.219100
2956.025722,-10288.862594,-2294.638420,-919.314598
2956.026060,-9844.739029,-2368.659014,306.438199
2956.026398,-9548.656652,-1480.411884,995.924147
2956.026735,-10288.862594,-1184.329507,612.876398
2956.027073,-11325.150913,-1554.432478,766.095498
2956.027411,-10510.924376,-592.164754,0.000000
2956.027748,-9844.739029,-222.061783,306.438199
2956.028086,-11029.068536,148.041188,76.609550
2956.028424,-10362.883188,-296.082377,-383.047749
2956.028761,-9696.697840,0.000000,-306.438199
2956.029099,-9104.533087,-592.164754,229.828649
2956.029436,-9474.636058,444.123565,536.266849
2956.029774,-10510.924376,0.000000,-383.047749
2956.030112,-11029.068536,-296.082377,-1532.190996
2956.030449,-9622.677246,-1036.288319,-2451.505594
2956.030787,-9696.697840,-1628.453072,-536.266849
2956.031125,-8660.409521,-1628.453072,-1302.362347
2956.031462,-9400.615463,-2220.617826,-2528.115143
2956.031800,-9918.759623,-1998.556043,-2681.334243
2956.032138,-8882.471304,-2294.638420,-2987.772442
2956.032475,-9844.739029,-2516.700203,-919.314598
2956.032813,-10288.862594,-2294.638420,-1225.752797
2956.033151,-10288.862594,-1702.473667,-2451.505594
2956.033488,-11325.150913,-2220.617826,-3753.867940
2956.033826,-9918.759623,-3108.864956,-2834.553343
2956.034164,-9030.512492,-3923.091493,-2298.286494
2956.034501,-9400.615463,-3478.967927,-766.095498
2956.034839,-9622.677246,-2886.803174,-995.924147
