#time,accel_x,accel_y,accel_z
3096.712344,-9918.759623,-2146.597232,1455.581446
3096.712682,-10584.944971,-1628.453072,1762.019645
3096.713019,-10807.006753,-1332.370696,995.924147
3096.713357,-9992.780217,-1036.288319,1072.533697
3096.713694,-9918.759623,-1554.432478,1532.190996
3096.714032,-10881.027347,-1184.329507,2221.676944
3096.714369,-10066.800811,0.000000,919.314598
3096.714707,-10066.800811,222.061783,919.314598
3096.715045,-10066.800811,740.205942,1149.143247
3096.715382,-10436.903782,0.000000,536.266849
3096.715720,-10510.924376,740.205942,229.828649
3096.716057,-9400.615463,592.164754,-229.828649
3096.716395,-9548.656652,1036.288319,-383.047749
3096.716733,-9918.759623,518.144159,-1302.362347
3096.717070,-9918.759623,-148.041188,-1072.533697
3096.717408,-9474.636058,-814.226536,-1378.971896
3096.717745,-9030.512492,-370.102971,-1838.629195
3096.718083,-9252.574275,-444.123565,-1455.581446
3096.718421,-10066.800811,-888.247130,-2145.067394
3096.718758,-9770.718434,-1924.535449,-1225.752797
3096.719096,-9474.636058,-1702.473667,-766.095498
3096.719433,-9326.594869,-962.267725,-919.314598
3096.719771,-10658.965565,-888.247130,-1072.533697
3096.720109,-10658.965565,-1850.514855,-1532.190996
3096.720446,-9474.636058,-1776.494261,-995.924147
3096.720784,-9770.718434,-2146.597232,919.314598
3096.721121,-10510.924376,-1184.329507,842.705048
3096.721459,-11029.068536,-518.144159,-1838.629195
3096.721796,-11325.150913,-962.267725,-2298.286494
3096.722134,-10066.800811,-2220.617826,-1915.238745
3096.722472,-9474.636058,-2516.700203,-459.657299
3096.722809,-9696.697840,-1184.329507,-536.266849
3096.723147,-10732.986159,-1850.514855,-2374.896044
3096.723484,-9992.780217,-1850.514855,-2834.553343
3096.723822,-9548.656652,-2960.823768,-2068.457845
3096.724160,-10288.862594,-2590.720797,-1532.190996
3096.724497,-11029.068536,-2072.576638,-2528.115143
3096.724835,-10732.986159,-3108.864956,-4903.011187
3096.725172,-10140.821405,-3552.988522,-5362.668486
