#time,accel_x,accel_y,accel_z
2824.883843,-9030.512492,-592.164754,-459.657299
2824.884180,-10066.800811,-814.226536,0.000000
2824.884518,-10362.883188,-1776.494261,306.438199
2824.884856,-9992.780217,-2442.679609,-1149.143247
2824.885193,-8734.430116,-592.164754,-1608.800546
2824.885531,-8438.347739,-148.041188,-1685.410096
2824.885868,-9400.615463,222.061783,-842.705048
2824.886206,-10807.006753,222.061783,-1608.800546
2824.886544,-9918.759623,518.144159,-2757.943793
2824.886881,-9548.656652,1258.350101,-1838.629195
2824.887219,-10140.821405,-1110.308913,-1838.629195
2824.887557,-9992.780217,-1628.453072,-1608.800546
2824.887894,-9770.718434,-2812.782580,-612.876398
2824.888232,-9548.656652,-2590.720797,76.609550
2824.888570,-9326.594869,-2886.803174,-842.705048
2824.888907,-10436.903782,-1924.535449,0.000000
2824.889245,-10955.047942,-740.205942,-689.485948
2824.889583,-11547.212695,-370.102971,-2528.115143
2824.889920,-10955.047942,-222.061783,-2298.286494
2824.890258,-10732.986159,-1184.329507,-1838.629195
2824.890595,-10288.862594,-888.247130,-459.657299
2824.890933,-9696.697840,-814.226536,-306.438199
2824.891271,-9696.697840,-740.205942,153.219100
2824.891608,-10436.903782,-1480.411884,383.047749
2824.891946,-10807.006753,-1998.556043,0.000000
2824.892284,-10732.986159,-814.226536,-1072.533697
2824.892621,-10436.903782,-592.164754,-2374.896044
2824.892959,-9770.718434,-1184.329507,-2451.505594
2824.893297,-9474.636058,-2442.679609,-3370.820191
2824.893634,-8438.347739,-2072.576638,-3140.991542
2824.893972,-7994.224174,-1332.370696,-3753.867940
2824.894310,-9622.677246,-2368.659014,-3753.867940
2824.894647,-10140.821405,-3627.009116,-3830.477490
2824.894985,-9918.759623,-4737.318029,-2681.334243
2824.895322,-8956.491898,-4441.235652,-1072.533697
2824.895660,-8808.450710,-3182.885551,76.609550
2824.895998,-10066.800811,-3256.906145,383.047749
2824.896335,-9844.739029,-2664.741391,-766.095498
2824.896673,-9548.656652,-2960.823768,306.438199
2824.897011,-10436.903782,-1258.350101,1378.971896
2824.897348,-11547.212695,-666.185348,229.828649
2824.897686,-11769.274478,-1258.350101,-1915.238745
2824.898024,-10214.842000,-2442.679609,-1608.800546
2824.898361,-8882.471304,-3478.967927,0.000000
2824.898699,-8808.450710,-2368.659014,1991.848295
2824.899037,-9696.697840,-2072.576638,2681.334243
2824.899374,-10214.842000,-370.102971,689.485948
2824.899712,-11029.068536,-888.247130,-995.924147
2824.900049,-11547.212695,-444.123565,-612.876398
2824.900387,-10436.903782,-2072.576638,-1225.752797
2824.900725,-10214.842000,-2886.803174,-842.705048
2824.901062,-9622.677246,-3256.906145,-1225.752797
2824.901400,-8142.265362,-4885.359217,-1532.190996
2824.901738,-7846.182985,-4071.132681,689.485948
2824.902075,-8586.388927,-4293.194464,2298.286494
2824.902413,-9844.739029,-2072.576638,1685.410096
2824.902751,-11843.295072,-1406.391290,153.219100
2824.903088,-11769.274478,-740.205942,-1225.752797
2824.903426,-10362.883188,-1850.514855,0.000000
2824.903764,-8956.491898,-1628.453072,1685.410096
2824.904101,-9252.574275,-962.267725,3370.820191
2824.904439,-9992.780217,0.000000,4136.915689
2824.904776,-10214.842000,740.205942,3370.820191
2824.905114,-10732.986159,1998.556043,2068.457845
2824.905452,-11991.336260,2072.576638,1915.238745
2824.905789,-12361.439231,2368.659014,153.219100
2824.906127,-11251.130318,1480.411884,-919.314598
2824.906464,-9400.615463,1554.432478,-383.047749
2824.906802,-8512.368333,1924.535449,153.219100
2824.907139,-8438.347739,2516.700203,306.438199
2824.907476,-9326.594869,3182.885551,689.485948
2824.907814,-11251.130318,3256.906145,153.219100
2824.908151,-11621.233289,3478.967927,-1915.238745
2824.908489,-11473.192101,1998.556043,-2145.067394
2824.908826,-9770.718434,222.061783,0.000000
2824.909163,-8068.244768,-370.102971,612.876398
2824.909501,-8142.265362,222.061783,1378.971896
2824.909838,-8956.491898,1628.453072,689.485948
2824.910176,-9622.677246,962.267725,-153.219100
2824.910513,-9992.780217,2294.638420,-1532.190996
2824.910850,-10510.924376,1480.411884,-1915.238745
2824.911188,-10436.903782,1110.308913,-612.876398
2824.911525,-9622.677246,814.226536,-995.924147
2824.911863,-9326.594869,1406.391290,766.095498
2824.912200,-9770.718434,1258.350101,1302.362347
2824.912538,-10140.821405,1258.350101,1072.533697
2824.912875,-11695.253884,592.164754,612.876398
2824.913212,-10881.027347,666.185348,-1378.971896
2824.913550,-10362.883188,-962.267725,-1608.800546
2824.913887,-9696.697840,-1924.535449,-153.219100
2824.914225,-8660.409521,-518.144159,-383.047749
2824.914562,-9474.636058,-74.020594,383.047749
2824.914899,-10510.924376,148.041188,0.000000
2824.915237,-10510.924376,518.144159,-766.095498
2824.915574,-12509.480420,-296.082377,-1149.143247
2824.915912,-11769.274478,-2072.576638,-1838.629195
2824.916249,-10955.047942,-3404.947333,-919.314598
2824.916586,-9326.594869,-4737.318029,306.438199
2824.916924,-8216.285956,-4737.318029,1532.190996
