#time,accel_x,accel_y,accel_z
2988.226312,-9770.718434,-592.164754,-995.924147
2988.226650,-9622.677246,-1480.411884,-689.485948
2988.226988,-10214.842000,-1702.473667,689.485948
2988.227326,-10066.800811,-1628.453072,689.485948
2988.227663,-9474.636058,-148.041188,1072.533697
2988.228001,-10066.800811,296.082377,1225.752797
2988.228339,-10807.006753,74.020594,383.047749
2988.228677,-11325.150913,-518.144159,842.705048
2988.229014,-10510.924376,444.123565,842.705048
2988.229352,-9178.553681,666.185348,459.657299
2988.229690,-9992.780217,1406.391290,919.314598
2988.230028,-9918.759623,740.205942,-995.924147
2988.230366,-10510.924376,0.000000,-995.924147
2988.230703,-9178.553681,666.185348,-689.485948
2988.231041,-9252.574275,592.164754,-919.314598
2988.231379,-9918.759623,888.247130,-1072.533697
2988.231717,-10362.883188,-888.247130,-1991.848295
2988.232055,-9548.656652,-740.205942,-1685.410096
2988.232392,-9548.656652,-962.267725,-1608.800546
2988.232730,-9992.780217,-1258.350101,-2068.457845
2988.233068,-10362.883188,-2146.597232,-2911.162892
2988.233406,-9252.574275,-3404.947333,-2374.896044
2988.233743,-8882.471304,-3478.967927,-995.924147
2988.234081,-8586.388927,-3627.009116,306.438199
2988.234419,-10436.903782,-2072.576638,229.828649
2988.234757,-11843.295072,-1998.556043,-2068.457845
2988.235095,-10955.047942,-2146.597232,-3140.991542
2988.235432,-10510.924376,-2960.823768,-1149.143247
2988.235770,-10288.862594,-2442.679609,459.657299
2988.236108,-9918.759623,-2294.638420,306.438199
2988.236446,-10732.986159,-1258.350101,-995.924147
2988.236784,-10288.862594,-1998.556043,-1149.143247
2988.237121,-9844.739029,-2072.576638,-766.095498
2988.237459,-10807.006753,-1924.535449,229.828649
2988.237797,-11325.150913,-666.185348,-2145.067394
2988.238135,-11177.109724,-1332.370696,-3600.648841
2988.238472,-10288.862594,-1850.514855,-4366.744339
2988.238810,-8216.285956,-3478.967927,-3140.991542
2988.239148,-8068.244768,-3478.967927,-1762.019645
2988.239486,-8364.327145,-3034.844362,-919.314598
2988.239824,-9326.594869,-2368.659014,-1991.848295
2988.240161,-9918.759623,-1702.473667,-2374.896044
2988.240499,-10436.903782,-2368.659014,-2145.067394
2988.240837,-10140.821405,-2072.576638,-2757.943793
2988.241175,-9770.718434,-3997.112087,-3140.991542
2988.241513,-9992.780217,-4441.235652,-1072.533697
2988.241850,-9696.697840,-4737.318029,-1302.362347
2988.242188,-7550.100608,-4737.318029,-689.485948
2988.242526,-8290.306550,-3478.967927,-459.657299
2988.242864,-9622.677246,-2812.782580,0.000000
2988.243202,-10881.027347,-1480.411884,-842.705048
2988.243539,-11399.171507,-370.102971,-2221.676944
2988.243877,-10955.047942,-740.205942,-2911.162892
2988.244215,-11399.171507,-2146.597232,-1685.410096
2988.244553,-11103.089130,-2960.823768,-1225.752797
2988.244890,-9770.718434,-2960.823768,-1532.190996
2988.245228,-9548.656652,-2886.803174,-1685.410096
2988.245566,-9178.553681,-3478.967927,-2221.676944
2988.245904,-8882.471304,-4737.318029,-2911.162892
2988.246242,-9400.615463,-3997.112087,-2145.067394
2988.246579,-9918.759623,-2590.720797,-1378.971896
2988.246917,-10658.965565,-1258.350101,-1685.410096
2988.247255,-11695.253884,-1332.370696,-2911.162892
2988.247593,-11991.336260,-2886.803174,-3907.087040
2988.247931,-10362.883188,-4441.235652,-3447.429741
2988.248268,-9474.636058,-4811.338623,-1378.971896
2988.248606,-9474.636058,-4589.276840,-689.485948
2988.248944,-8216.285956,-4515.256246,-2221.676944
2988.249282,-9474.636058,-4811.338623,-2145.067394
2988.249619,-10362.883188,-2960.823768,-1762.019645
2988.249957,-9548.656652,-1036.288319,-689.485948
2988.250295,-9474.636058,222.061783,-689.485948
2988.250633,-10510.924376,592.164754,-766.095498
2988.250971,-12879.583391,740.205942,0.000000
2988.251308,-11843.295072,814.226536,-1149.143247
2988.251646,-8808.450710,-148.041188,-459.657299
2988.251984,-8512.368333,-1036.288319,919.314598
2988.252322,-10288.862594,-1332.370696,995.924147
2988.252660,-9252.574275,0.000000,-1915.238745
2988.252997,-8364.327145,-518.144159,-2834.553343
2988.253335,-9400.615463,-740.205942,-1685.410096
2988.253673,-11621.233289,-740.205942,-3677.258390
2988.254011,-10955.047942,296.082377,-4979.620737
2988.254348,-9252.574275,-592.164754,-3830.477490
2988.254686,-7920.203579,-1776.494261,-1532.190996
2988.255024,-9400.615463,-2146.597232,-1532.190996
2988.255362,-10510.924376,-2664.741391,-995.924147
2988.255700,-10140.821405,-2738.761985,-1685.410096
2988.256037,-8808.450710,-3627.009116,-612.876398
2988.256375,-9696.697840,-2812.782580,0.000000
2988.256713,-10584.944971,-3330.926739,612.876398
2988.257051,-10658.965565,-2220.617826,-1685.410096
2988.257389,-10732.986159,-2516.700203,-2528.115143
2988.257726,-10732.986159,-2664.741391,-2757.943793
2988.258064,-9770.718434,-2664.741391,-2834.553343
2988.258402,-9918.759623,-3256.906145,-2374.896044
2988.258740,-9178.553681,-3034.844362,-2911.162892
2988.259078,-9622.677246,-3256.906145,-2987.772442
2988.259415,-10288.862594,-3256.906145,-1532.190996
2988.259753,-9696.697840,-2738.761985,-1608.800546
2988.260091,-9918.759623,-2738.761985,-612.876398
2988.260429,-11473.192101,-2146.597232,-842.705048
2988.260766,-11177.109724,-1258.350101,-2374.896044
2988.261104,-12139.377449,-1924.535449,-3064.381992
2988.261442,-10881.027347,-3182.885551,-4903.011187
2988.261780,-9696.697840,-4515.256246,-4290.134789
2988.262118,-8956.491898,-4589.276840,-3600.648841
2988.262455,-8364.327145,-4737.318029,-3064.381992
2988.262793,-9252.574275,-5255.462188,-2528.115143
2988.263131,-8586.388927,-4293.194464,-2681.334243
2988.263469,-9548.656652,-2812.782580,689.485948
2988.263807,-10510.924376,-592.164754,383.047749
2988.264144,-11177.109724,-74.020594,612.876398
2988.264482,-12139.377449,-370.102971,842.705048
2988.264820,-10658.965565,-1258.350101,76.609550
2988.265158,-11547.212695,-2072.576638,153.219100
2988.265495,-9030.512492,-3330.926739,-766.095498
2988.265833,-7698.141797,-3701.029710,-1225.752797
2988.266171,-7476.080014,-4589.276840,-1302.362347
2988.266509,-8586.388927,-2442.679609,-1762.019645
2988.266847,-8438.347739,-1184.329507,-2068.457845
2988.267184,-10584.944971,0.000000,-2451.505594
2988.267522,-10732.986159,592.164754,-3064.381992
2988.267860,-13693.809927,222.061783,-2987.772442
2988.268198,-12361.439231,-1554.432478,-3830.477490
2988.268536,-9252.574275,-4589.276840,-3524.039291
2988.268873,-8216.285956,-5773.606348,0.000000
2988.269211,-7254.018232,-6365.771101,383.047749
2988.269549,-8586.388927,-5699.585753,76.609550
2988.269887,-9548.656652,-4145.153275,-1455.581446
2988.270224,-10732.986159,-3256.906145,-3600.648841
2988.270562,-11991.336260,-2220.617826,-4673.182538
2988.270900,-11843.295072,-1258.350101,-4903.011187
2988.271238,-10362.883188,-1702.473667,-3830.477490
2988.271576,-9622.677246,-2812.782580,-1455.581446
2988.271913,-9548.656652,-2812.782580,1225.752797
2988.272251,-10362.883188,-2146.597232,1378.971896
2988.272589,-11029.068536,-1924.535449,1532.190996
2988.272927,-11547.212695,-2368.659014,-153.219100
2988.273265,-11029.068536,-1480.411884,-2451.505594
2988.273602,-10140.821405,-1480.411884,-2757.943793
2988.273940,-7846.182985,-1110.308913,-2068.457845
2988.274278,-8364.327145,-370.102971,-1225.752797
2988.274616,-9992.780217,666.185348,-1685.410096
